,spec_template_group,spec_group,all,blurb,study.type,condition.name,condition.text,outcome.name,outcome.text,outcome.min,outcome.max,outcome.lower,outcome.upper,scale.direction.intuitive,n_pages,slug,intro,profile_depth,profile_format,profile_traits,profile_pronoun,profile_noun,profile_idx,profile_ideology,profile_age,profile_ethnicity,profile_gender,profile_education,profile_party,profile_party_long,use_original_scale,outcome_scale_min,outcome_scale_max,scale_flip,outcome_format_question,prompt
50,all,all.50,{'weight': 1},,TESS,c,{CONDITION_TEXT},o,{OUTCOME_TEXT},1,5,{LOWER_LABEL},{UPPER_LABEL},1,2,all.50,"As you complete the following task, take the perspective of a leading expert in social science.",6,bio,['party' 'ethnicity' 'age' 'ideology' 'education' 'gender'],participant_x,research participant,3948,conservative,over 60,white,female,college,Republican,Lean Republican,1,1,5,False,completion,"As you complete the following task, take the perspective of a leading expert in social science.
--------------------

Study description:
> Social scientists often conduct research studies using online surveys. The text below is from one such survey conducted on a large, diverse population of research participants. 

Participant X is a conservative, over 60 year-old, white, female research participant with college education. Politically, Participant X identifies as 'Lean Republican'.

The first page of the survey says:
> {CONDITION_TEXT}

The next page of the survey says:
> {OUTCOME_TEXT}
> Please choose a number from 1 ({LOWER_LABEL}) to 5 ({UPPER_LABEL})

Participant X chooses: '"
51,all,all.51,{'weight': 1},,TESS,c,{CONDITION_TEXT},o,{OUTCOME_TEXT},1,5,{LOWER_LABEL},{UPPER_LABEL},1,8,all.51,"As you complete the following task, take the perspective of a leading expert in social science.",6,questions,['party' 'education' 'ethnicity' 'age' 'gender' 'ideology'],you,American,1627,liberal,40-49,black,male,high school,Independent,Independent,1,1,5,False,completion,"As you complete the following task, take the perspective of a leading expert in social science.
--------------------

Study description:
> Social scientists often conduct research studies using online surveys. The text below is from one such survey conducted on a large, diverse population of research participants. 

You are an American. Below is a transcript from an online survey.

The first page of the survey says:
> Are you liberal, moderate or conservative?

You choose: 'Liberal'

The next page of the survey says:
> How old are you?

You choose: '40-49'

The next page of the survey says:
> What is your ethnicity?

You choose: 'Black'

The next page of the survey says:
> What is your gender?

You choose: 'Male'

The next page of the survey says:
> What is the maximum level of education you have attained?

You choose: 'High School'

The next page of the survey says:
> What is your partisan affiliation?

You choose: 'Independent'

The next page of the survey says:
> {CONDITION_TEXT}

The next page of the survey says:
> {OUTCOME_TEXT}
> Please choose a number from 1 ({LOWER_LABEL}) to 5 ({UPPER_LABEL})

You choose: '"
52,all,all.52,{'weight': 1},,TESS,c,{CONDITION_TEXT},o,{OUTCOME_TEXT},1,5,{LOWER_LABEL},{UPPER_LABEL},1,2,all.52,"(For the following, keep in mind that the public has diverse attitudes and behaviors; people often provide very different answers to the same question.)",6,bio,['ideology' 'ethnicity' 'age' 'education' 'gender' 'party'],participant_x,research participant,1008,conservative,50-59,white,male,high school,Independent,Independent,1,1,5,False,completion,"(For the following, keep in mind that the public has diverse attitudes and behaviors; people often provide very different answers to the same question.)
--------------------

Study description:
> Social scientists often conduct research studies using online surveys. The text below is from one such survey conducted on a large, diverse population of research participants. 

Participant X is a conservative, 50-59 year-old, white, male research participant with high school education. Politically, Participant X identifies as 'Independent'.

The first page of the survey says:
> {CONDITION_TEXT}

The next page of the survey says:
> {OUTCOME_TEXT}
> Please choose a number from 1 ({LOWER_LABEL}) to 5 ({UPPER_LABEL})

Participant X chooses: '"
53,all,all.53,{'weight': 1},,TESS,c,{CONDITION_TEXT},o,{OUTCOME_TEXT},1,5,{LOWER_LABEL},{UPPER_LABEL},1,8,all.53,"(We are interested in predicting the treatment effect of different messages on research participants' attitudes, beliefs, and behaviors.)",6,questions,['gender' 'education' 'party' 'age' 'ethnicity' 'ideology'],you,American,3864,conservative,50-59,white,male,college,Republican,Strong Republican,1,1,5,False,completion,"(We are interested in predicting the treatment effect of different messages on research participants' attitudes, beliefs, and behaviors.)
--------------------

Study description:
> Social scientists often conduct research studies using online surveys. The text below is from one such survey conducted on a large, diverse population of research participants. 

You are an American. Below is a transcript from an online survey.

The first page of the survey says:
> Are you liberal, moderate or conservative?

You choose: 'Conservative'

The next page of the survey says:
> How old are you?

You choose: '50-59'

The next page of the survey says:
> What is your ethnicity?

You choose: 'White'

The next page of the survey says:
> What is your gender?

You choose: 'Male'

The next page of the survey says:
> What is the maximum level of education you have attained?

You choose: 'College'

The next page of the survey says:
> What is your partisan affiliation?

You choose: 'Strong Republican'

The next page of the survey says:
> {CONDITION_TEXT}

The next page of the survey says:
> {OUTCOME_TEXT}
> Please choose a number from 1 ({LOWER_LABEL}) to 5 ({UPPER_LABEL})

You choose: '"
54,all,all.54,{'weight': 1},,TESS,c,{CONDITION_TEXT},o,{OUTCOME_TEXT},1,5,{LOWER_LABEL},{UPPER_LABEL},1,8,all.54,Can reading a message affect people’s attitudes and actions?,6,questions,['education' 'age' 'ideology' 'party' 'ethnicity' 'gender'],you,American,2969,liberal,over 60,white,female,college,Independent,Independent,1,1,5,False,completion,"Can reading a message affect people’s attitudes and actions?
--------------------

Study description:
> Social scientists often conduct research studies using online surveys. The text below is from one such survey conducted on a large, diverse population of research participants. 

You are an American. Below is a transcript from an online survey.

The first page of the survey says:
> Are you liberal, moderate or conservative?

You choose: 'Liberal'

The next page of the survey says:
> How old are you?

You choose: 'Over 60'

The next page of the survey says:
> What is your ethnicity?

You choose: 'White'

The next page of the survey says:
> What is your gender?

You choose: 'Female'

The next page of the survey says:
> What is the maximum level of education you have attained?

You choose: 'College'

The next page of the survey says:
> What is your partisan affiliation?

You choose: 'Independent'

The next page of the survey says:
> {CONDITION_TEXT}

The next page of the survey says:
> {OUTCOME_TEXT}
> Please choose a number from 1 ({LOWER_LABEL}) to 5 ({UPPER_LABEL})

You choose: '"
55,all,all.55,{'weight': 1},,TESS,c,{CONDITION_TEXT},o,{OUTCOME_TEXT},1,5,{LOWER_LABEL},{UPPER_LABEL},1,2,all.55,"(For the following, keep in mind that the public has diverse attitudes and behaviors; people often provide very different answers to the same question.)",6,bio,['party' 'ethnicity' 'ideology' 'gender' 'age' 'education'],participant_x,American,7375,moderate,40-49,black,male,graduate school,Democrat,Moderate Democrat,1,1,5,False,completion,"(For the following, keep in mind that the public has diverse attitudes and behaviors; people often provide very different answers to the same question.)
--------------------

Study description:
> Social scientists often conduct research studies using online surveys. The text below is from one such survey conducted on a large, diverse population of research participants. 

Participant X is a politically-moderate, 40-49 year-old, black, male American with graduate school education. Politically, Participant X identifies as 'Moderate Democrat'.

The first page of the survey says:
> {CONDITION_TEXT}

The next page of the survey says:
> {OUTCOME_TEXT}
> Please choose a number from 1 ({LOWER_LABEL}) to 5 ({UPPER_LABEL})

Participant X chooses: '"
56,all,all.56,{'weight': 1},,TESS,c,{CONDITION_TEXT},o,{OUTCOME_TEXT},1,5,{LOWER_LABEL},{UPPER_LABEL},1,2,all.56,Try to be accurate when you make predictions about how different messages affect how people think and behave,6,bio,['age' 'party' 'ethnicity' 'ideology' 'education' 'gender'],participant_x,American,4016,liberal,over 60,white,male,some college,Democrat,Strong Democrat,1,1,5,False,completion,"Try to be accurate when you make predictions about how different messages affect how people think and behave
--------------------

Study description:
> Social scientists often conduct research studies using online surveys. The text below is from one such survey conducted on a large, diverse population of research participants. 

Participant X is a liberal, over 60 year-old, white, male American with some college education. Politically, Participant X identifies as 'Strong Democrat'.

The first page of the survey says:
> {CONDITION_TEXT}

The next page of the survey says:
> {OUTCOME_TEXT}
> Please choose a number from 1 ({LOWER_LABEL}) to 5 ({UPPER_LABEL})

Participant X chooses: '"
57,all,all.57,{'weight': 1},,TESS,c,{CONDITION_TEXT},o,{OUTCOME_TEXT},1,5,{LOWER_LABEL},{UPPER_LABEL},1,8,all.57,"(For the following, keep in mind that people's beliefs and behaviors are malleable; their answers to questions often change based on the framing or information provided.)",6,questions,['party' 'education' 'age' 'ideology' 'gender' 'ethnicity'],you,research participant,566,liberal,18-29,white,male,college,Democrat,Strong Democrat,1,1,5,False,completion,"(For the following, keep in mind that people's beliefs and behaviors are malleable; their answers to questions often change based on the framing or information provided.)
--------------------

Study description:
> Social scientists often conduct research studies using online surveys. The text below is from one such survey conducted on a large, diverse population of research participants. 

You are a research participant. Below is a transcript from an online survey.

The first page of the survey says:
> Are you liberal, moderate or conservative?

You choose: 'Liberal'

The next page of the survey says:
> How old are you?

You choose: '18-29'

The next page of the survey says:
> What is your ethnicity?

You choose: 'White'

The next page of the survey says:
> What is your gender?

You choose: 'Male'

The next page of the survey says:
> What is the maximum level of education you have attained?

You choose: 'College'

The next page of the survey says:
> What is your partisan affiliation?

You choose: 'Strong Democrat'

The next page of the survey says:
> {CONDITION_TEXT}

The next page of the survey says:
> {OUTCOME_TEXT}
> Please choose a number from 1 ({LOWER_LABEL}) to 5 ({UPPER_LABEL})

You choose: '"
58,all,all.58,{'weight': 1},,TESS,c,{CONDITION_TEXT},o,{OUTCOME_TEXT},1,5,{LOWER_LABEL},{UPPER_LABEL},1,2,all.58,Try to be accurate when you make predictions about how different messages affect how people think and behave,6,bio,['gender' 'education' 'ideology' 'ethnicity' 'party' 'age'],you,research participant,1964,conservative,over 60,white,male,some college,Republican,Lean Republican,1,1,5,False,completion,"Try to be accurate when you make predictions about how different messages affect how people think and behave
--------------------

Study description:
> Social scientists often conduct research studies using online surveys. The text below is from one such survey conducted on a large, diverse population of research participants. 

You are a conservative, over 60 year-old, white, male research participant with some college education. Politically, You identify as 'Lean Republican'.

The first page of the survey says:
> {CONDITION_TEXT}

The next page of the survey says:
> {OUTCOME_TEXT}
> Please choose a number from 1 ({LOWER_LABEL}) to 5 ({UPPER_LABEL})

You choose: '"
59,all,all.59,{'weight': 1},,TESS,c,{CONDITION_TEXT},o,{OUTCOME_TEXT},1,5,{LOWER_LABEL},{UPPER_LABEL},1,8,all.59,"(For the following, keep in mind that the public has diverse attitudes and behaviors; people often provide very different answers to the same question.)",6,questions,['party' 'gender' 'education' 'ideology' 'ethnicity' 'age'],you,research participant,1393,liberal,over 60,white,male,college,Democrat,Strong Democrat,1,1,5,False,completion,"(For the following, keep in mind that the public has diverse attitudes and behaviors; people often provide very different answers to the same question.)
--------------------

Study description:
> Social scientists often conduct research studies using online surveys. The text below is from one such survey conducted on a large, diverse population of research participants. 

You are a research participant. Below is a transcript from an online survey.

The first page of the survey says:
> Are you liberal, moderate or conservative?

You choose: 'Liberal'

The next page of the survey says:
> How old are you?

You choose: 'Over 60'

The next page of the survey says:
> What is your ethnicity?

You choose: 'White'

The next page of the survey says:
> What is your gender?

You choose: 'Male'

The next page of the survey says:
> What is the maximum level of education you have attained?

You choose: 'College'

The next page of the survey says:
> What is your partisan affiliation?

You choose: 'Strong Democrat'

The next page of the survey says:
> {CONDITION_TEXT}

The next page of the survey says:
> {OUTCOME_TEXT}
> Please choose a number from 1 ({LOWER_LABEL}) to 5 ({UPPER_LABEL})

You choose: '"
60,all,all.60,{'weight': 1},,TESS,c,{CONDITION_TEXT},o,{OUTCOME_TEXT},1,5,{LOWER_LABEL},{UPPER_LABEL},1,8,all.60,"(For the following, keep in mind that the public has diverse attitudes and behaviors; people often provide very different answers to the same question.)",6,questions,['ethnicity' 'gender' 'age' 'party' 'education' 'ideology'],you,American,5002,moderate,over 60,white,male,high school,Democrat,Moderate Democrat,1,1,5,False,completion,"(For the following, keep in mind that the public has diverse attitudes and behaviors; people often provide very different answers to the same question.)
--------------------

Study description:
> Social scientists often conduct research studies using online surveys. The text below is from one such survey conducted on a large, diverse population of research participants. 

You are an American. Below is a transcript from an online survey.

The first page of the survey says:
> Are you liberal, moderate or conservative?

You choose: 'Moderate'

The next page of the survey says:
> How old are you?

You choose: 'Over 60'

The next page of the survey says:
> What is your ethnicity?

You choose: 'White'

The next page of the survey says:
> What is your gender?

You choose: 'Male'

The next page of the survey says:
> What is the maximum level of education you have attained?

You choose: 'High School'

The next page of the survey says:
> What is your partisan affiliation?

You choose: 'Moderate Democrat'

The next page of the survey says:
> {CONDITION_TEXT}

The next page of the survey says:
> {OUTCOME_TEXT}
> Please choose a number from 1 ({LOWER_LABEL}) to 5 ({UPPER_LABEL})

You choose: '"
61,all,all.61,{'weight': 1},,TESS,c,{CONDITION_TEXT},o,{OUTCOME_TEXT},1,5,{LOWER_LABEL},{UPPER_LABEL},1,2,all.61,"(For the following, keep in mind that people's beliefs and behaviors are malleable; their answers to questions often change based on the framing or information provided.)",6,bio,['age' 'education' 'ideology' 'party' 'gender' 'ethnicity'],you,American,1728,moderate,over 60,white,female,high school,Democrat,Strong Democrat,1,1,5,False,completion,"(For the following, keep in mind that people's beliefs and behaviors are malleable; their answers to questions often change based on the framing or information provided.)
--------------------

Study description:
> Social scientists often conduct research studies using online surveys. The text below is from one such survey conducted on a large, diverse population of research participants. 

You are a politically-moderate, over 60 year-old, white, female American with high school education. Politically, You identify as 'Strong Democrat'.

The first page of the survey says:
> {CONDITION_TEXT}

The next page of the survey says:
> {OUTCOME_TEXT}
> Please choose a number from 1 ({LOWER_LABEL}) to 5 ({UPPER_LABEL})

You choose: '"
62,all,all.62,{'weight': 1},,TESS,c,{CONDITION_TEXT},o,{OUTCOME_TEXT},1,5,{LOWER_LABEL},{UPPER_LABEL},1,2,all.62,You will be asked to predict how people respond to various messages,6,bio,['ethnicity' 'age' 'gender' 'education' 'party' 'ideology'],participant_x,research participant,7058,liberal,30-39,black,male,college,Republican,Moderate Republican,1,1,5,False,completion,"You will be asked to predict how people respond to various messages
--------------------

Study description:
> Social scientists often conduct research studies using online surveys. The text below is from one such survey conducted on a large, diverse population of research participants. 

Participant X is a liberal, 30-39 year-old, black, male research participant with college education. Politically, Participant X identifies as 'Moderate Republican'.

The first page of the survey says:
> {CONDITION_TEXT}

The next page of the survey says:
> {OUTCOME_TEXT}
> Please choose a number from 1 ({LOWER_LABEL}) to 5 ({UPPER_LABEL})

Participant X chooses: '"
63,all,all.63,{'weight': 1},,TESS,c,{CONDITION_TEXT},o,{OUTCOME_TEXT},1,5,{LOWER_LABEL},{UPPER_LABEL},1,8,all.63,"(We are interested in predicting the treatment effect of different messages on research participants' attitudes, beliefs, and behaviors.)",6,questions,['party' 'education' 'ethnicity' 'gender' 'ideology' 'age'],you,research participant,1380,liberal,over 60,black,female,some college,Democrat,Strong Democrat,1,1,5,False,completion,"(We are interested in predicting the treatment effect of different messages on research participants' attitudes, beliefs, and behaviors.)
--------------------

Study description:
> Social scientists often conduct research studies using online surveys. The text below is from one such survey conducted on a large, diverse population of research participants. 

You are a research participant. Below is a transcript from an online survey.

The first page of the survey says:
> Are you liberal, moderate or conservative?

You choose: 'Liberal'

The next page of the survey says:
> How old are you?

You choose: 'Over 60'

The next page of the survey says:
> What is your ethnicity?

You choose: 'Black'

The next page of the survey says:
> What is your gender?

You choose: 'Female'

The next page of the survey says:
> What is the maximum level of education you have attained?

You choose: 'Some College'

The next page of the survey says:
> What is your partisan affiliation?

You choose: 'Strong Democrat'

The next page of the survey says:
> {CONDITION_TEXT}

The next page of the survey says:
> {OUTCOME_TEXT}
> Please choose a number from 1 ({LOWER_LABEL}) to 5 ({UPPER_LABEL})

You choose: '"
64,all,all.64,{'weight': 1},,TESS,c,{CONDITION_TEXT},o,{OUTCOME_TEXT},1,5,{LOWER_LABEL},{UPPER_LABEL},1,2,all.64,Try to be accurate when you make predictions about how different messages affect how people think and behave,6,bio,['gender' 'education' 'ideology' 'ethnicity' 'age' 'party'],participant_x,American,6948,conservative,50-59,white,female,some college,Republican,Strong Republican,1,1,5,False,completion,"Try to be accurate when you make predictions about how different messages affect how people think and behave
--------------------

Study description:
> Social scientists often conduct research studies using online surveys. The text below is from one such survey conducted on a large, diverse population of research participants. 

Participant X is a conservative, 50-59 year-old, white, female American with some college education. Politically, Participant X identifies as 'Strong Republican'.

The first page of the survey says:
> {CONDITION_TEXT}

The next page of the survey says:
> {OUTCOME_TEXT}
> Please choose a number from 1 ({LOWER_LABEL}) to 5 ({UPPER_LABEL})

Participant X chooses: '"
65,all,all.65,{'weight': 1},,TESS,c,{CONDITION_TEXT},o,{OUTCOME_TEXT},1,5,{LOWER_LABEL},{UPPER_LABEL},1,2,all.65,(Keep in mind what is known about the public's beliefs and behaviors from research in the field of social psychology),6,bio,['ethnicity' 'age' 'gender' 'ideology' 'party' 'education'],you,American,3962,liberal,40-49,white,male,some college,Democrat,Strong Democrat,1,1,5,False,completion,"(Keep in mind what is known about the public's beliefs and behaviors from research in the field of social psychology)
--------------------

Study description:
> Social scientists often conduct research studies using online surveys. The text below is from one such survey conducted on a large, diverse population of research participants. 

You are a liberal, 40-49 year-old, white, male American with some college education. Politically, You identify as 'Strong Democrat'.

The first page of the survey says:
> {CONDITION_TEXT}

The next page of the survey says:
> {OUTCOME_TEXT}
> Please choose a number from 1 ({LOWER_LABEL}) to 5 ({UPPER_LABEL})

You choose: '"
66,all,all.66,{'weight': 1},,TESS,c,{CONDITION_TEXT},o,{OUTCOME_TEXT},1,5,{LOWER_LABEL},{UPPER_LABEL},1,8,all.66,(Keep in mind what is known about the public's beliefs and behaviors from research in the field of social psychology),6,questions,['gender' 'party' 'education' 'ethnicity' 'ideology' 'age'],you,research participant,1275,liberal,over 60,white,male,high school,Independent,Independent,1,1,5,False,completion,"(Keep in mind what is known about the public's beliefs and behaviors from research in the field of social psychology)
--------------------

Study description:
> Social scientists often conduct research studies using online surveys. The text below is from one such survey conducted on a large, diverse population of research participants. 

You are a research participant. Below is a transcript from an online survey.

The first page of the survey says:
> Are you liberal, moderate or conservative?

You choose: 'Liberal'

The next page of the survey says:
> How old are you?

You choose: 'Over 60'

The next page of the survey says:
> What is your ethnicity?

You choose: 'White'

The next page of the survey says:
> What is your gender?

You choose: 'Male'

The next page of the survey says:
> What is the maximum level of education you have attained?

You choose: 'High School'

The next page of the survey says:
> What is your partisan affiliation?

You choose: 'Independent'

The next page of the survey says:
> {CONDITION_TEXT}

The next page of the survey says:
> {OUTCOME_TEXT}
> Please choose a number from 1 ({LOWER_LABEL}) to 5 ({UPPER_LABEL})

You choose: '"
67,all,all.67,{'weight': 1},,TESS,c,{CONDITION_TEXT},o,{OUTCOME_TEXT},1,5,{LOWER_LABEL},{UPPER_LABEL},1,8,all.67,"(We are interested in predicting the treatment effect of different messages on research participants' attitudes, beliefs, and behaviors.)",6,questions,['party' 'age' 'education' 'gender' 'ideology' 'ethnicity'],participant_x,American,5354,liberal,18-29,white,male,college,Democrat,Strong Democrat,1,1,5,False,completion,"(We are interested in predicting the treatment effect of different messages on research participants' attitudes, beliefs, and behaviors.)
--------------------

Study description:
> Social scientists often conduct research studies using online surveys. The text below is from one such survey conducted on a large, diverse population of research participants. 

Participant X is an American. Below is a transcript from an online survey.

The first page of the survey says:
> Are you liberal, moderate or conservative?

Participant X chooses: 'Liberal'

The next page of the survey says:
> How old are you?

Participant X chooses: '18-29'

The next page of the survey says:
> What is your ethnicity?

Participant X chooses: 'White'

The next page of the survey says:
> What is your gender?

Participant X chooses: 'Male'

The next page of the survey says:
> What is the maximum level of education you have attained?

Participant X chooses: 'College'

The next page of the survey says:
> What is your partisan affiliation?

Participant X chooses: 'Strong Democrat'

The next page of the survey says:
> {CONDITION_TEXT}

The next page of the survey says:
> {OUTCOME_TEXT}
> Please choose a number from 1 ({LOWER_LABEL}) to 5 ({UPPER_LABEL})

Participant X chooses: '"
68,all,all.68,{'weight': 1},,TESS,c,{CONDITION_TEXT},o,{OUTCOME_TEXT},1,5,{LOWER_LABEL},{UPPER_LABEL},1,2,all.68,"(We are interested in predicting the treatment effect of different messages on research participants' attitudes, beliefs, and behaviors.)",6,bio,['gender' 'party' 'age' 'ideology' 'ethnicity' 'education'],you,American,888,moderate,18-29,hispanic,male,high school,Democrat,Lean Democrat,1,1,5,False,completion,"(We are interested in predicting the treatment effect of different messages on research participants' attitudes, beliefs, and behaviors.)
--------------------

Study description:
> Social scientists often conduct research studies using online surveys. The text below is from one such survey conducted on a large, diverse population of research participants. 

You are a politically-moderate, 18-29 year-old, hispanic, male American with high school education. Politically, You identify as 'Lean Democrat'.

The first page of the survey says:
> {CONDITION_TEXT}

The next page of the survey says:
> {OUTCOME_TEXT}
> Please choose a number from 1 ({LOWER_LABEL}) to 5 ({UPPER_LABEL})

You choose: '"
69,all,all.69,{'weight': 1},,TESS,c,{CONDITION_TEXT},o,{OUTCOME_TEXT},1,5,{LOWER_LABEL},{UPPER_LABEL},1,2,all.69,Can reading a message affect people’s attitudes and actions?,6,bio,['ethnicity' 'education' 'ideology' 'gender' 'age' 'party'],you,American,5720,liberal,over 60,black,male,college,Democrat,Lean Democrat,1,1,5,False,completion,"Can reading a message affect people’s attitudes and actions?
--------------------

Study description:
> Social scientists often conduct research studies using online surveys. The text below is from one such survey conducted on a large, diverse population of research participants. 

You are a liberal, over 60 year-old, black, male American with college education. Politically, You identify as 'Lean Democrat'.

The first page of the survey says:
> {CONDITION_TEXT}

The next page of the survey says:
> {OUTCOME_TEXT}
> Please choose a number from 1 ({LOWER_LABEL}) to 5 ({UPPER_LABEL})

You choose: '"
70,all,all.70,{'weight': 1},,TESS,c,{CONDITION_TEXT},o,{OUTCOME_TEXT},1,5,{LOWER_LABEL},{UPPER_LABEL},1,2,all.70,Can reading a message affect people’s attitudes and actions?,6,bio,['age' 'ethnicity' 'party' 'education' 'ideology' 'gender'],you,American,3871,conservative,30-39,white,male,graduate school,Republican,Lean Republican,1,1,5,False,completion,"Can reading a message affect people’s attitudes and actions?
--------------------

Study description:
> Social scientists often conduct research studies using online surveys. The text below is from one such survey conducted on a large, diverse population of research participants. 

You are a conservative, 30-39 year-old, white, male American with graduate school education. Politically, You identify as 'Lean Republican'.

The first page of the survey says:
> {CONDITION_TEXT}

The next page of the survey says:
> {OUTCOME_TEXT}
> Please choose a number from 1 ({LOWER_LABEL}) to 5 ({UPPER_LABEL})

You choose: '"
71,all,all.71,{'weight': 1},,TESS,c,{CONDITION_TEXT},o,{OUTCOME_TEXT},1,5,{LOWER_LABEL},{UPPER_LABEL},1,2,all.71,Try to be accurate when you make predictions about how different messages affect how people think and behave,6,bio,['age' 'party' 'ideology' 'education' 'gender' 'ethnicity'],participant_x,research participant,217,liberal,30-39,white,female,high school,Democrat,Strong Democrat,1,1,5,False,completion,"Try to be accurate when you make predictions about how different messages affect how people think and behave
--------------------

Study description:
> Social scientists often conduct research studies using online surveys. The text below is from one such survey conducted on a large, diverse population of research participants. 

Participant X is a liberal, 30-39 year-old, white, female research participant with high school education. Politically, Participant X identifies as 'Strong Democrat'.

The first page of the survey says:
> {CONDITION_TEXT}

The next page of the survey says:
> {OUTCOME_TEXT}
> Please choose a number from 1 ({LOWER_LABEL}) to 5 ({UPPER_LABEL})

Participant X chooses: '"
72,all,all.72,{'weight': 1},,TESS,c,{CONDITION_TEXT},o,{OUTCOME_TEXT},1,5,{LOWER_LABEL},{UPPER_LABEL},1,2,all.72,"As you complete the following task, take the perspective of a leading expert in social science.",6,bio,['education' 'gender' 'ideology' 'ethnicity' 'age' 'party'],you,American,4554,liberal,over 60,white,female,high school,Democrat,Moderate Democrat,1,1,5,False,completion,"As you complete the following task, take the perspective of a leading expert in social science.
--------------------

Study description:
> Social scientists often conduct research studies using online surveys. The text below is from one such survey conducted on a large, diverse population of research participants. 

You are a liberal, over 60 year-old, white, female American with high school education. Politically, You identify as 'Moderate Democrat'.

The first page of the survey says:
> {CONDITION_TEXT}

The next page of the survey says:
> {OUTCOME_TEXT}
> Please choose a number from 1 ({LOWER_LABEL}) to 5 ({UPPER_LABEL})

You choose: '"
73,all,all.73,{'weight': 1},,TESS,c,{CONDITION_TEXT},o,{OUTCOME_TEXT},1,5,{LOWER_LABEL},{UPPER_LABEL},1,8,all.73,"(We are interested in predicting the treatment effect of different messages on research participants' attitudes, beliefs, and behaviors.)",6,questions,['age' 'gender' 'party' 'ethnicity' 'education' 'ideology'],you,American,4346,conservative,50-59,hispanic,female,some college,Democrat,Moderate Democrat,1,1,5,False,completion,"(We are interested in predicting the treatment effect of different messages on research participants' attitudes, beliefs, and behaviors.)
--------------------

Study description:
> Social scientists often conduct research studies using online surveys. The text below is from one such survey conducted on a large, diverse population of research participants. 

You are an American. Below is a transcript from an online survey.

The first page of the survey says:
> Are you liberal, moderate or conservative?

You choose: 'Conservative'

The next page of the survey says:
> How old are you?

You choose: '50-59'

The next page of the survey says:
> What is your ethnicity?

You choose: 'Hispanic'

The next page of the survey says:
> What is your gender?

You choose: 'Female'

The next page of the survey says:
> What is the maximum level of education you have attained?

You choose: 'Some College'

The next page of the survey says:
> What is your partisan affiliation?

You choose: 'Moderate Democrat'

The next page of the survey says:
> {CONDITION_TEXT}

The next page of the survey says:
> {OUTCOME_TEXT}
> Please choose a number from 1 ({LOWER_LABEL}) to 5 ({UPPER_LABEL})

You choose: '"
74,all,all.74,{'weight': 1},,TESS,c,{CONDITION_TEXT},o,{OUTCOME_TEXT},1,5,{LOWER_LABEL},{UPPER_LABEL},1,8,all.74,"As you complete the following task, take the perspective of a leading expert in social science.",6,questions,['age' 'gender' 'education' 'party' 'ethnicity' 'ideology'],participant_x,American,2813,liberal,over 60,hispanic,male,less than high school,Democrat,Moderate Democrat,1,1,5,False,completion,"As you complete the following task, take the perspective of a leading expert in social science.
--------------------

Study description:
> Social scientists often conduct research studies using online surveys. The text below is from one such survey conducted on a large, diverse population of research participants. 

Participant X is an American. Below is a transcript from an online survey.

The first page of the survey says:
> Are you liberal, moderate or conservative?

Participant X chooses: 'Liberal'

The next page of the survey says:
> How old are you?

Participant X chooses: 'Over 60'

The next page of the survey says:
> What is your ethnicity?

Participant X chooses: 'Hispanic'

The next page of the survey says:
> What is your gender?

Participant X chooses: 'Male'

The next page of the survey says:
> What is the maximum level of education you have attained?

Participant X chooses: 'Less Than High School'

The next page of the survey says:
> What is your partisan affiliation?

Participant X chooses: 'Moderate Democrat'

The next page of the survey says:
> {CONDITION_TEXT}

The next page of the survey says:
> {OUTCOME_TEXT}
> Please choose a number from 1 ({LOWER_LABEL}) to 5 ({UPPER_LABEL})

Participant X chooses: '"
75,all,all.75,{'weight': 1},,TESS,c,{CONDITION_TEXT},o,{OUTCOME_TEXT},1,5,{LOWER_LABEL},{UPPER_LABEL},1,8,all.75,Can reading a message affect people’s attitudes and actions?,6,questions,['age' 'ethnicity' 'ideology' 'gender' 'party' 'education'],you,research participant,1368,conservative,over 60,white,male,college,Republican,Moderate Republican,1,1,5,False,completion,"Can reading a message affect people’s attitudes and actions?
--------------------

Study description:
> Social scientists often conduct research studies using online surveys. The text below is from one such survey conducted on a large, diverse population of research participants. 

You are a research participant. Below is a transcript from an online survey.

The first page of the survey says:
> Are you liberal, moderate or conservative?

You choose: 'Conservative'

The next page of the survey says:
> How old are you?

You choose: 'Over 60'

The next page of the survey says:
> What is your ethnicity?

You choose: 'White'

The next page of the survey says:
> What is your gender?

You choose: 'Male'

The next page of the survey says:
> What is the maximum level of education you have attained?

You choose: 'College'

The next page of the survey says:
> What is your partisan affiliation?

You choose: 'Moderate Republican'

The next page of the survey says:
> {CONDITION_TEXT}

The next page of the survey says:
> {OUTCOME_TEXT}
> Please choose a number from 1 ({LOWER_LABEL}) to 5 ({UPPER_LABEL})

You choose: '"
